"CITATIONS","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE MIN","LATITUDE MAX","LONGITUDE MIN","LONGITUDE MAX","LAND OR SEA","ELEVATION MIN","ELEVATION MAX","SAMPLE NAME","ROCK NAME","MIN. AGE (YRS.)","MAX. AGE (YRS.)","GEOL.","AGE","ERUPTION DAY","ERUPTION MONTH","ERUPTION YEAR","ROCK TEXTURE","ROCK TYPE","DRILL DEPTH MIN","DRILL DEPTHAX","ALTERATION","MINERAL","MATERIAL","SIO2(WT%)","TIO2(WT%)","B2O3(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3(WT%)","FEO(WT%)","FEOT(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","H2OT(WT%)","CO2(WT%)","CO1(WT%)","F(WT%)","CL(WT%)","CL2(WT%)","OH(WT%)","CH4(WT%)","SO2(WT%)","SO3(WT%)","SO4(WT%)","S(WT%)","LOI(WT%)","VOLATILES(WT%)","O(WT%)","OTHERS(WT%)","HE(CCM/G)","HE(CCMSTP/G)","HE3(CCMSTP/G)","HE3(AT/G)","HE4(CCM/G)","HE4(CCMSTP/G)","HE4(AT/G)","HE4(MOLE/G)","HE4(NCC/G)","HE(NCC/G)","LI(PPM)","BE(PPM)","B(PPM)","C(PPM)","CO2(PPM)","F(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","P(PPM)","S(PPM)","CL(PPM)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","SE(PPM)","BR(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","RU(PPM)","RH(PPM)","PD(PPM)","AG(PPM)","CD(PPM)","IN(PPM)","SN(PPM)","SB(PPM)","TE(PPM)","I(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","RE(PPM)","OS(PPM)","IR(PPM)","PT(PPM)","AU(PPM)","HG(PPM)","TL(PPM)","PB(PPM)","BI(PPM)","TH(PPM)","U(PPM)","ND143_ND144","ND143_ND144_INI","EPSILON_ND","SR87_SR86","SR87_SR86_INI","PB206_PB204","PB206_PB204_INI","PB207_PB204","PB207_PB204_INI","PB208_PB204","PB208_PB204_INI","OS184_OS188","OS186_OS188","OS187_OS186","OS187_OS188","RE187_OS186","RE187_OS188","HF176_HF177","HE3_HE4","HE3_HE4(R/R(A))","HE4_HE3","HE4_HE3(R/R(A))","K40_AR40","AR40_K40","UNIQUE_ID",
"[19037]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / SINGHBUM GRANITE COMPLEX / OLDER METAMORPHIC TONALITE GNEISS","CHAMPUA","22.1158","22.1158","85.6864","85.6864","SAE","","","s_SC06/12 [19037]","GNEISS, GRANODIORITE [19037]","","","","ARCHEAN [19037]","","","","MEDIUM-EVEN-GRAINED [19037] ","MET","","","","","WR [19037] ","69.76","0.31","","15.6","","","","","2.55","0.67","0.04","","2.54","4.7","0.12","","","","","","","","","","","","","","","","0.59","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4","","39","12","","","81.8","4","4","49","20","","","","","85","494","15","177","","","","","","","","","","","","","","432","34","59","5.9","23.1","4.1","0.89","3","0.4","1.9","0.38","0.9","0.11","0.7","0.1","","","","","","","","","","","15","","7","0","","","","","","","","","","","","","","","","","","","","","","","","","871950",
"[19037]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / SINGHBUM GRANITE COMPLEX / RAIRANGPUR GNEISS","RAIRANGPUR","22.2339","22.2339","86.1642","86.1642","SAE","","","s_SC06/6 [19037]","GRANODIORITE, BIOTITE [19037]","","","","ARCHEAN [19037]","","","","MEDIUM-EVEN-GRAINED [19037] ","PLU","","","","","WR [19037] ","69.34","0.33","","15.68","","","","","2.42","0.64","0.03","","2.19","5.03","0.13","","","","","","","","","","","","","","","","0.67","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.2","","35","15","","","54.2","0","7","56","19","","","","","73","551","14","219","","","","","","","","","","","","","","529","33","57","5.2","19.9","3.4","0.81","2.6","0.33","1.5","0.27","0.7","0.07","0.4","0.06","","","","","","","","","","","11","","7","0","","","","","","","","","","","","","","","","","","","","","","","","","871951",
"[19037]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / SINGHBUM GRANITE COMPLEX / SINGHBUM GRANITE","HIGHWAY NH6","21.7187","21.7187","85.7173","85.7173","SAE","","","s_SC06/9 [19037]","GRANODIORITE, BIOTITE [19037]","","","","ARCHEAN [19037]","","","","UNFOLIATED SERIATE TO PORPHYRITIC [19037] ","PLU","","","","","WR [19037] ","72.62","0.29","","13.78","","","","","1.56","0.27","0.02","","3.16","4.71","0.07","","","","","","","","","","","","","","","","0.77","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.1","","18","16","","","84.8","0","6","51","20","","","","","93","409","16","268","","","","","","","","","","","","","","838","68","118","10.8","39","5.7","0.95","4.5","0.54","2.4","0.45","1.1","0.12","0.7","0.11","","","","","","","","","","","18","","10","0","","","","","","","","","","","","","","","","","","","","","","","","","871952",
"[19037]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / SINGHBUM GRANITE COMPLEX / NAYADHI GNEISS","NAYADHI","22.6947","22.6947","85.9965","85.9965","SAE","","","s_SC06/26 [19037]","MONZOGRANITE [19037]","","","","ARCHEAN [19037]","","","","UNFOLIATED MEDIUM- TO COARSE-GRAINED PEGMATITIC [19037] ","PLU","","","","","WR [19037] ","73.12","0.17","","14.45","","","","","1.54","0.25","0.01","","1.06","6.49","0.05","","","","","","","","","","","","","","","","0.78","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","","9","8","","","82.5","0","6","24","18","","","","","23","716","11","216","","","","","","","","","","","","","","464","13","20","1.8","6.7","1.1","0.65","0.9","0.12","0.6","0.14","0.4","0.06","0.4","0.07","","","","","","","","","","","7","","2","0","","","","","","","","","","","","","","","","","","","","","","","","","871953",
"[19037]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / SINGHBUM GRANITE COMPLEX / MAYURBHANJI GRANITE","MAYURBHANJI","22.2425","22.2425","86.4582","86.4582","SAE","","","s_SC07/1 [19037]","GRANITE [19037]","","","","ARCHEAN [19037]","","","","PORPHYRITIC GRANOPHYRIC [19037] ","PLU","","","","","WR [19037] ","77.18","0.3","","11.21","","","","","0.8","0.07","0.05","","3.89","3.54","0.03","","","","","","","","","","","","","","","","0.64","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8","","0","19","","","77.7","0","8","97","19","","","","","73","82","21","300","","","","","","","","","","","","","","1823","63","157","11.8","49","9.5","2.62","8.5","1.32","7.4","1.64","4.3","0.58","4","0.64","","","","","","","","","","","22","","10","0","","","","","","","","","","","","","","","","","","","","","","","","","871954",
"[19037]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / SINGHBUM IRON ORE GROUP / GOLUBHAND DACITE","GOLABHAND","21.4189","21.4189","85.3191","85.3191","SAE","","","s_SC06/15 [19037]","DACITE, FELDSPAR [19037]","","","","ARCHEAN [19037]","","","","VERY FINE-GRAINED, PORPHYRITIC [19037] ","VOL","","","","","WR [19037] ","73.41","0.39","","12.04","","","","","1.57","0.37","0.07","","4.46","3.17","0.09","","","","","","","","","","","","","","","","0.43","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.8","","21","7","","","37.6","4","15","91","16","","","","","171","66","50","529","","","","","","","","","","","","","","1033","142","236","20.9","94.1","16.9","2.15","15.4","2.78","17.6","4.2","11.2","1.54","9.9","1.45","","","","","","","","","","","32","","28","7.2","","","","","","","","","","","","","","","","","","","","","","","","","871955",
"[18995]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / EASTERN IRON ORE BELT","TUA DUNGRI","22.537","22.537","86.0903","86.0903","SAE","","","s_TC-1 [18995]","KOMATIITE [18995]","","","","ARCHEAN [18995]","","","","","VOL","","","","","WR [18995] ","47.79","0.56","","2","","","","","5.95","26.91","0.25","","0","0.1","0.07","","","","","","","","","","","","","","","","6.43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93","1850","","","115","1710","100","70","3","1.2","0","","","0","22","5.8","22","1.1","0","","","","0","","0","0","1.1","","","0.2","5","2.65","6.12","0.88","4.53","1.26","0.432","1.36","0.23","1.26","0.23","0.61","0.084","0.52","0.077","0.6","0.18","29","","","","","","","0","0","0","0.22","0.07","","","","","","","","","","","","","","","","","","","","","","","","","874509",
"[18995]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / EASTERN IRON ORE BELT","TUA DUNGRI","22.537","22.537","86.0903","86.0903","SAE","","","s_TC-2 [18995]","KOMATIITE [18995]","","","","ARCHEAN [18995]","","","","","VOL","","","","","WR [18995] ","47.11","0.45","","2.95","","","","","5.89","25.3","0.22","","0","0.12","0.03","","","","","","","","","","","","","","","","6.12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96","1930","","","130","1860","80","70","4","1.3","0","","","0","21","6.1","23","0.7","0","","","","0","","0","0","1.1","","","0.1","5","2.26","6.48","0.88","4.61","1.45","0.522","1.51","0.26","1.44","0.25","0.65","0.089","0.54","0.078","0.6","0.16","39.1","","","","","","","0","0","0","0.18","0.05","","","","","","","","","","","","","","","","","","","","","","","","","874510",
"[18995]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / EASTERN IRON ORE BELT","TUA DUNGRI","22.537","22.537","86.0903","86.0903","SAE","","","s_TC-3 [18995]","KOMATIITE [18995]","","","","ARCHEAN [18995]","","","","","VOL","","","","","WR [18995] ","48.93","0.44","","1.79","","","","","7.76","24.82","0.19","","0","0.12","0.03","","","","","","","","","","","","","","","","5.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89","1680","","","104","1640","30","70","3","1.3","0","","","0","26","7","19","0.9","0","","","","0","","0","0","1.2","","","0.2","4","1.62","4.49","0.8","4.38","1.47","0.605","1.65","0.27","1.56","0.29","0.75","0.101","0.58","0.082","0.6","0.14","28.9","","","","","","","0","0","0","0.15","0.04","","","","","","","","","","","","","","","","","","","","","","","","","874511",
"[18995]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / EASTERN IRON ORE BELT","TUA DUNGRI","22.537","22.537","86.0903","86.0903","SAE","","","s_TC-4 [18995]","KOMATIITE [18995]","","","","ARCHEAN [18995]","","","","","VOL","","","","","WR [18995] ","50.16","0.4","","1.36","","","","","0.16","34.55","0.28","","0","0","0.15","","","","","","","","","","","","","","","","11.44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49","1430","","","104","1630","0","90","2","1.1","0","","","0","0","1.8","16","0.8","0","","","","0","","0","0","0.8","","","0.2","5","1.19","1.75","0.33","1.63","0.46","0.123","0.46","0.08","0.44","0.08","0.23","0.034","0.22","0.033","0.4","0.11","18.5","","","","","","","0","0","0.1","0.09","0.06","","","","","","","","","","","","","","","","","","","","","","","","","874512",
"[18995]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / EASTERN IRON ORE BELT","TUA DUNGRI","22.537","22.537","86.0903","86.0903","SAE","","","s_TC-5 [18995]","KOMATIITE [18995]","","","","ARCHEAN [18995]","","","","","VOL","","","","","WR [18995] ","49.04","0.39","","2.31","","","","","5.18","28.78","0.21","","0","0.05","0.02","","","","","","","","","","","","","","","","7.01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74","1450","","","98","1770","40","60","4","1.2","0","","","0","20","5.1","17","0.7","0","","","","0","","0","0","1.5","","","0.2","5","1.11","3.08","0.54","2.96","0.95","0.381","1.13","0.2","1.12","0.21","0.54","0.075","0.45","0.064","0.5","0.14","25.5","","","","","","","0","0","0","0.11","0.04","","","","","","","","","","","","","","","","","","","","","","","","","874513",
"[18995]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / EASTERN IRON ORE BELT","TUA DUNGRI","22.537","22.537","86.0903","86.0903","SAE","","","s_TC-8 [18995]","KOMATIITE [18995]","","","","ARCHEAN [18995]","","","","","VOL","","","","","WR [18995] ","48.46","0.43","","2.33","","","","","7.36","25.72","0.21","","0","0.09","0.03","","","","","","","","","","","","","","","","5.69","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85","1610","","","82","1390","80","70","4","1.1","0","","","0","62","6.3","20","0.9","0","","","","0","","0","0","0","","","0.1","8","1.47","4.27","0.73","4.26","1.29","0.493","1.45","0.26","1.36","0.25","0.68","0.093","0.55","0.08","0.6","0.12","16.3","","","","","","","0","0","0","0.19","0.04","","","","","","","","","","","","","","","","","","","","","","","","","874514",
"[19933]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / SINGHBUM GRANITE COMPLEX / OLDER METAMORPHIC GROUP","JAGANNATHPUR AREA","22.2","22.2","85.6","85.6","SAE","","","s_JAG1 [19933]","BONINITE [19933]","","","","ARCHEAN [19933]","","","","SCHISTOSE [19933] ","VOL","","","","","WR [19933] ","45.02","0.14","","8.37","","","","","3.7","31.47","0.12","","0.03","0.08","0.02","","","","","","","","","","","","","","","","4.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","27","","154","3458","","","92","1080","8.97","7.44","1.04","","","","","7.39","5.5","4.83","2.1","0.14","","0.00187","0.00114","0.00296","","","","","","","","0.06","7.42","0.4","0.73","0.14","0.71","0.26","0.08","0.4","0.1","0.63","0.17","0.58","0.11","0.64","0.1","0.05","0.02","","","0.0016","0.00037","0.00123","","","","77","","0.05","0.03","","","","","","","","","","","","","","","","","","","","","","","","","973314",
"[19933]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / SINGHBUM GRANITE COMPLEX / OLDER METAMORPHIC GROUP","JAGANNATHPUR AREA","22.2","22.2","85.6","85.6","SAE","","","s_JAG23 [19933]","BONINITE [19933]","","","","ARCHEAN [19933]","","","","SCHISTOSE [19933] ","VOL","","","","","WR [19933] ","45.17","0.12","","8.09","","","","","4.49","32.36","0.12","","0.02","0.07","0.02","","","","","","","","","","","","","","","","3.55","","","","","","","","","","","","","","","","","","","","","","","","","","","","23","","146","4157","","","97","1335","13.86","6.18","1.22","","","","","8.25","5.39","4.01","3.1","0.18","","0.00337","0.00343","0.00257","","","","","","","","0.03","3.85","0.37","0.7","0.11","0.56","0.17","0.07","0.3","0.07","0.49","0.14","0.48","0.1","0.5","0.09","0.04","0.03","","","0.0012","0.00037","0.00177","","","","66","","0.03","0.03","","","","","","","","","","","","","","","","","","","","","","","","","973315",
"[19933]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / SINGHBUM GRANITE COMPLEX / OLDER METAMORPHIC GROUP","JAGANNATHPUR AREA","22.2","22.2","85.6","85.6","SAE","","","s_JAG27 [19933]","BONINITE [19933]","","","","ARCHEAN [19933]","","","","SCHISTOSE [19933] ","VOL","","","","","WR [19933] ","45.84","0.13","","7.44","","","","","3.39","32.11","0.11","","0.02","0.05","0.02","","","","","","","","","","","","","","","","3.14","","","","","","","","","","","","","","","","","","","","","","","","","","","","28","","154","3398","","","91","1072","7.35","7.41","1.06","","","","","7.11","4.86","4.63","1.63","0.18","","0.00505","0.00191","0.02391","","","","","","","","0.06","5.28","0.46","0.78","0.15","0.7","0.25","0.07","0.39","0.09","0.61","0.16","0.56","0.11","0.6","0.1","0.06","0.02","","","0.00441","0.00093","0.00572","","","","91","","0.06","0.04","","","","","","","","","","","","","","","","","","","","","","","","","973316",
"[19933]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / SINGHBUM GRANITE COMPLEX / OLDER METAMORPHIC GROUP","JAGANNATHPUR AREA","22.2","22.2","85.6","85.6","SAE","","","s_JAG29 [19933]","BONINITE [19933]","","","","ARCHEAN [19933]","","","","SCHISTOSE [19933] ","VOL","","","","","WR [19933] ","45.57","0.14","","8.44","","","","","3.01","31.52","0.11","","0.03","0.08","0.02","","","","","","","","","","","","","","","","3.07","","","","","","","","","","","","","","","","","","","","","","","","","","","","41","","130","4121","","","76","896","17.28","8.73","7.17","","","","","8.23","12.62","5.33","1","0.06","","0.00318","0.00153","0.00277","","","","","","","","0.11","10.97","0.24","0.54","0.08","0.45","0.23","0.06","0.34","0.08","0.48","0.16","0.57","0.1","0.61","0.11","0.01","0.01","","","0.0012","0.00056","0.00232","","","","40","","0.02","0.02","","","","","","","","","","","","","","","","","","","","","","","","","973317",
"[19933]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / SINGHBUM GRANITE COMPLEX / OLDER METAMORPHIC GROUP","JAGANNATHPUR AREA","22.2","22.2","85.6","85.6","SAE","","","s_JAG31 [19933]","BONINITE [19933]","","","","ARCHEAN [19933]","","","","SCHISTOSE [19933] ","VOL","","","","","WR [19933] ","45.38","0.16","","7.76","","","","","4.11","31.4","0.12","","0.03","0.09","0.03","","","","","","","","","","","","","","","","3.87","","","","","","","","","","","","","","","","","","","","","","","","","","","","27","","147","3337","","","89","1089","7.24","7.22","0.97","","","","","8.73","5.45","5.09","2.2","0.11","","0.00243","0.00153","0.00178","","","","","","","","0.1","4.91","0.61","0.87","0.17","0.8","0.25","0.08","0.45","0.09","0.68","0.18","0.62","0.11","0.65","0.1","0.05","0.01","","","0.002","0.00056","0.0015","","","","61","","0.1","0.03","","","","","","","","","","","","","","","","","","","","","","","","","973318",
"[19933]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / SINGHBUM GRANITE COMPLEX / OLDER METAMORPHIC GROUP","JAGANNATHPUR AREA","22.2","22.2","85.6","85.6","SAE","","","s_JAG32 [19933]","BONINITE [19933]","","","","ARCHEAN [19933]","","","","SCHISTOSE [19933] ","VOL","","","","","WR [19933] ","44.09","0.14","","8.69","","","","","4.54","31.78","0.12","","0.02","0.07","0.02","","","","","","","","","","","","","","","","3.57","","","","","","","","","","","","","","","","","","","","","","","","","","","","28","","161","3535","","","90","1172","8.46","7.53","0.98","","","","","7.06","5.52","5.23","2.1","0.08","","0.00337","0.00153","0.00751","","","","","","","","0.04","4","0.36","0.79","0.14","0.76","0.27","0.08","0.45","0.1","0.71","0.18","0.61","0.13","0.64","0.12","0.05","0.01","","","0.002","0.00075","0.00354","","","","61","","0.03","0.03","","","","","","","","","","","","","","","","","","","","","","","","","973319",
"[19933]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / SINGHBUM GRANITE COMPLEX / OLDER METAMORPHIC GROUP","JAGANNATHPUR AREA","22.2","22.2","85.6","85.6","SAE","","","s_JAG35 [19933]","BONINITE [19933]","","","","ARCHEAN [19933]","","","","SCHISTOSE [19933] ","VOL","","","","","WR [19933] ","45.54","0.14","","7.03","","","","","3.44","32.91","0.11","","0.03","0.06","0.02","","","","","","","","","","","","","","","","3.39","","","","","","","","","","","","","","","","","","","","","","","","","","","","24","","143","3573","","","85","1201","10.36","6.49","1.05","","","","","7.61","5.47","4.81","2.1","0.08","","0.00299","0.00382","0.00198","","","","","","","","0.12","7.57","0.75","1.2","0.21","0.92","0.29","0.08","0.43","0.09","0.64","0.16","0.56","0.11","0.57","0.11","0.08","0","","","0.0028","0.00056","0.00218","","","","79","","0.09","0.04","","","","","","","","","","","","","","","","","","","","","","","","","973320",
"[19933]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / SINGHBUM GRANITE COMPLEX / OLDER METAMORPHIC GROUP","JAGANNATHPUR AREA","22.2","22.2","85.6","85.6","SAE","","","s_JAG36 [19933]","BONINITE [19933]","","","","ARCHEAN [19933]","","","","SCHISTOSE [19933] ","VOL","","","","","WR [19933] ","45.49","0.12","","7.39","","","","","5.02","32.01","0.13","","0.02","0.07","0.02","","","","","","","","","","","","","","","","3.35","","","","","","","","","","","","","","","","","","","","","","","","","","","","24","","140","4187","","","91","1262","10.22","5.86","1.21","","","","","9.11","5.93","4.84","2.3","0.16","","","","","","","","","","","","0.05","4.1","2.5","2.18","0.23","0.97","0.23","0.09","0.42","0.09","0.62","0.17","0.59","0.11","0.61","0.11","0.04","0.06","","","","","","","","","65","","0.04","0.03","","","","","","","","","","","","","","","","","","","","","","","","","973321",
"[19933]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / SINGHBUM GRANITE COMPLEX / OLDER METAMORPHIC GROUP","JAGANNATHPUR AREA","22.2","22.2","85.6","85.6","SAE","","","s_JAG24 [19933]","BONINITE [19933]","","","","ARCHEAN [19933]","","","","SCHISTOSE [19933] ","VOL","","","","","WR [19933] ","46.03","0.11","","6.35","","","","","4.85","31.89","0.12","","0.03","0.07","0.02","","","","","","","","","","","","","","","","3.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","22","","127","4385","","","89","1190","12.43","5.37","1.12","","","","","7.45","6.5","3.68","1.33","1.1","","0.00355","0.00153","0.00375","","","","","","","","0.04","4.08","0.57","0.8","0.12","0.54","0.17","0.08","0.3","0.07","0.46","0.13","0.43","0.08","0.44","0.07","0.13","0.04","","","0.0024","0.00075","0.00204","","","","73","","0.05","0.03","","","","","","","","","","","","","","","","","","","","","","","","","973322",
"[19933]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / SINGHBUM GRANITE COMPLEX / OLDER METAMORPHIC GROUP","JAGANNATHPUR AREA","22.2","22.2","85.6","85.6","SAE","","","s_JAG25 [19933]","BONINITE [19933]","","","","ARCHEAN [19933]","","","","SCHISTOSE [19933] ","VOL","","","","","WR [19933] ","42","0.13","","8.43","","","","","9.08","30.83","0.1","","0.05","0.21","0.03","","","","","","","","","","","","","","","","2.44","","","","","","","","","","","","","","","","","","","","","","","","","","","","23","","140","3589","","","80","942","18.05","5.48","1.17","","","","","8.21","12.61","6.77","1.45","0.09","","0.00468","0.0042","0.01502","","","","","","","","0.03","3.84","0.56","1.12","0.21","1.04","0.34","0.15","0.55","0.13","0.86","0.23","0.76","0.14","0.75","0.13","0.05","0.01","","","0.0024","0.00056","0.00953","","","","57","","0.05","0.03","","","","","","","","","","","","","","","","","","","","","","","","","973323",
"[19933]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / SINGHBUM GRANITE COMPLEX / OLDER METAMORPHIC GROUP","JAGANNATHPUR AREA","22.2","22.2","85.6","85.6","SAE","","","s_JAG26 [19933]","BONINITE [19933]","","","","ARCHEAN [19933]","","","","SCHISTOSE [19933] ","VOL","","","","","WR [19933] ","46.74","0.1","","5.71","","","","","5.94","31.29","0.13","","0.03","0.08","0.02","","","","","","","","","","","","","","","","2.61","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","","113","3303","","","87","1142","11.65","4.55","1.03","","","","","9.21","6.64","3.66","1.2","0.08","","0.00318","0.00153","0.00316","","","","","","","","0.04","3.96","0.31","0.64","0.09","0.5","0.16","0.09","0.28","0.06","0.46","0.13","0.43","0.09","0.48","0.08","0.04","0.01","","","0.0024","0.00056","0.00245","","","","54","","0.03","0.03","","","","","","","","","","","","","","","","","","","","","","","","","973324",
"[19933]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / SINGHBUM GRANITE COMPLEX / OLDER METAMORPHIC GROUP","JAGANNATHPUR AREA","22.2","22.2","85.6","85.6","SAE","","","s_JAG28 [19933]","BONINITE [19933]","","","","ARCHEAN [19933]","","","","SCHISTOSE [19933] ","VOL","","","","","WR [19933] ","46.49","0.11","","5.98","","","","","5.39","31.82","0.12","","0.03","0.08","0.02","","","","","","","","","","","","","","","","2.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","","95","2829","","","86","672","17.46","4.01","1.15","","","","","8.25","10.9","4.18","1.39","0.29","","0.00318","0.00114","0.00257","","","","","","","","0.02","5.23","0.49","0.83","0.12","0.61","0.19","0.1","0.29","0.07","0.4","0.11","0.42","0.07","0.46","0.07","0.05","0.06","","","0.00401","0.00075","0.00286","","","","60","","0.1","0.05","","","","","","","","","","","","","","","","","","","","","","","","","973325",
"[19933]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / SINGHBUM GRANITE COMPLEX / OLDER METAMORPHIC GROUP","JAGANNATHPUR AREA","22.2","22.2","85.6","85.6","SAE","","","s_JAG30 [19933]","BONINITE [19933]","","","","ARCHEAN [19933]","","","","SCHISTOSE [19933] ","VOL","","","","","WR [19933] ","46.16","0.11","","6.19","","","","","5.79","31.35","0.13","","0.03","0.09","0.02","","","","","","","","","","","","","","","","2.99","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","","122","3581","","","87","1151","14.98","4.61","1.27","","","","","7.88","6.7","3.96","2.1","0.08","","0.00299","0.00153","0.00316","","","","","","","","0.04","3.8","0.34","0.63","0.11","0.58","0.18","0.09","0.31","0.07","0.52","0.13","0.48","0.1","0.48","0.08","0.05","0.01","","","0.0012","0.00056","0.00177","","","","57","","0.05","0.03","","","","","","","","","","","","","","","","","","","","","","","","","973326",
"[19933]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / SINGHBUM GRANITE COMPLEX / OLDER METAMORPHIC GROUP","JAGANNATHPUR AREA","22.2","22.2","85.6","85.6","SAE","","","s_JAG33 [19933]","BONINITE [19933]","","","","ARCHEAN [19933]","","","","SCHISTOSE [19933] ","VOL","","","","","WR [19933] ","45.4","0.11","","6.61","","","","","5.94","30.96","0.12","","0.03","0.1","0.02","","","","","","","","","","","","","","","","3.57","","","","","","","","","","","","","","","","","","","","","","","","","","","","22","","137","4042","","","94","1206","17.44","5.03","1.25","","","","","5.49","5.48","3.97","2.3","0.07","","0.00598","0.00191","0.01857","","","","","","","","0.04","4.42","0.34","0.68","0.12","0.57","0.19","0.09","0.33","0.07","0.5","0.14","0.47","0.09","0.48","0.08","0.03","0.01","","","0.0016","0.00112","0.0064","","","","60","","0.03","0.02","","","","","","","","","","","","","","","","","","","","","","","","","973327",
